Date,WTI Expiration Calendar,WTI F_1,WTI F_2,WTI_F4,"Event (1= roll, 2=expiration, 0=regular day)",Dates in between roll and expiry,Transaction Costs,dF(t)=F(t)-F(t-1),Spot Equity Line, Rolling Futures ,Futures Equity Line
5/5/17,, $46.22 , $46.60 ,47.2,0,0, $-   , $0.70 , $46.22 , $0.70 , $(1.71)
5/8/17,, $46.43 , $46.84 ,47.5,0,0, $-   , $0.21 , $46.43 , $0.21 , $(1.50)
5/9/17,, $45.88 , $46.27 ,46.92,0,0, $-   , $(0.55), $45.88 , $(0.55), $(2.05)
5/10/17,, $47.33 , $47.70 ,48.29,0,0, $-   , $1.45 , $47.33 , $1.45 , $(0.60)
5/11/17,, $47.83 , $48.20 ,48.77,0,0, $-   , $0.50 , $47.83 , $0.50 , $(0.10)
5/12/17,, $47.84 , $48.17 ,48.67,0,0, $-   , $0.01 , $47.84 , $0.01 , $(0.09)
5/15/17,, $48.85 , $49.16 ,49.61,1,1, $0.02 , $1.01 , $48.85 , $1.01 , $0.90 
5/16/17,, $48.66 , $49.00 ,49.55,0,2, $-   , $(0.19), $48.66 , $(0.16), $0.74 
5/17/17,, $49.07 , $49.41 ,49.97,0,3, $-   , $0.41 , $49.07 , $0.41 , $1.15 
5/18/17,, $49.35 , $49.66 ,50.14,0,4, $-   , $0.28 , $49.35 , $0.25 , $1.40 
5/19/17,, $50.33 , $50.67 ,51.13,0,5, $-   , $0.98 , $50.33 , $1.01 , $2.41 
5/22/17,, $50.73 , $51.13 ,51.63,2,0, $-   , $0.40 , $50.73 , $0.46 , $2.87 
5/23/17,, $51.47 , $51.72 ,52.08,0,0, $-   , $0.74 , $51.47 , $0.34 , $3.21 
5/24/17,, $51.36 , $51.59 ,51.89,0,0, $-   , $(0.11), $51.36 , $(0.11), $3.10 
5/25/17,, $48.90 , $49.14 ,49.48,0,0, $-   , $(2.46), $48.90 , $(2.46), $0.64 
5/26/17,, $49.80 , $50.05 ,50.36,0,0, $-   , $0.90 , $49.80 , $0.90 , $1.54 
5/30/17,, $49.66 , $49.91 ,50.23,0,0, $-   , $(0.14), $49.66 , $(0.14), $1.40 
5/31/17,, $48.32 , $48.56 ,48.87,0,0, $-   , $(1.34), $48.32 , $(1.34), $0.06 
6/1/17,, $48.36 , $48.60 ,48.94,0,0, $-   , $0.04 , $48.36 , $0.04 , $0.10 
6/2/17,, $47.66 , $47.87 ,48.2,0,0, $-   , $(0.70), $47.66 , $(0.70), $(0.60)
6/5/17,, $47.40 , $47.58 ,47.89,0,0, $-   , $(0.26), $47.40 , $(0.26), $(0.86)
6/6/17,, $48.19 , $48.34 ,48.61,0,0, $-   , $0.79 , $48.19 , $0.79 , $(0.07)
6/7/17,, $45.72 , $45.98 ,46.43,0,0, $-   , $(2.47), $45.72 , $(2.47), $(2.54)
6/8/17,, $45.64 , $45.89 ,46.35,0,0, $-   , $(0.08), $45.64 , $(0.08), $(2.62)
6/9/17,, $45.83 , $46.07 ,46.53,0,0, $-   , $0.19 , $45.83 , $0.19 , $(2.43)
6/12/17,, $46.08 , $46.32 ,46.75,0,0, $-   , $0.25 , $46.08 , $0.25 , $(2.18)
6/13/17,, $46.46 , $46.67 ,47.07,1,1, $0.02 , $0.38 , $46.46 , $0.38 , $(1.82)
6/14/17,, $44.73 , $44.93 ,45.34,0,2, $-   , $(1.73), $44.73 , $(1.74), $(3.56)
6/15/17,, $44.46 , $44.68 ,45.14,0,3, $-   , $(0.27), $44.46 , $(0.25), $(3.81)
6/16/17,, $44.74 , $44.97 ,45.41,0,4, $-   , $0.28 , $44.74 , $0.29 , $(3.52)
6/19/17,, $44.20 , $44.43 ,44.92,0,5, $-   , $(0.54), $44.20 , $(0.54), $(4.06)
6/20/17,, $43.23 , $43.51 ,44.02,2,0, $-   , $(0.97), $43.23 , $(0.92), $(4.98)
6/21/17,, $42.53 , $42.75 ,43.22,0,0, $-   , $(0.70), $42.53 , $(0.98), $(5.96)
6/22/17,, $42.74 , $42.97 ,43.45,0,0, $-   , $0.21 , $42.74 , $0.21 , $(5.75)
6/23/17,, $43.01 , $43.27 ,43.79,0,0, $-   , $0.27 , $43.01 , $0.27 , $(5.48)
6/26/17,, $43.38 , $43.61 ,44.11,0,0, $-   , $0.37 , $43.38 , $0.37 , $(5.11)
6/27/17,, $44.24 , $44.49 ,45.01,0,0, $-   , $0.86 , $44.24 , $0.86 , $(4.25)
6/28/17,, $44.74 , $44.99 ,45.51,0,0, $-   , $0.50 , $44.74 , $0.50 , $(3.75)
6/29/17,, $44.93 , $45.20 ,45.72,0,0, $-   , $0.19 , $44.93 , $0.19 , $(3.56)
6/30/17,, $46.04 , $46.29 ,46.77,0,0, $-   , $1.11 , $46.04 , $1.11 , $(2.45)
7/3/17,, $47.07 , $47.29 ,47.74,0,0, $-   , $1.03 , $47.07 , $1.03 , $(1.42)
7/5/17,, $45.13 , $45.34 ,45.81,0,0, $-   , $(1.94), $45.13 , $(1.94), $(3.36)
7/6/17,, $45.52 , $45.70 ,46.13,0,0, $-   , $0.39 , $45.52 , $0.39 , $(2.97)
7/7/17,, $44.23 , $44.39 ,44.8,0,0, $-   , $(1.29), $44.23 , $(1.29), $(4.26)
7/10/17,, $44.40 , $44.60 ,45.04,0,0, $-   , $0.17 , $44.40 , $0.17 , $(4.09)
7/11/17,, $45.04 , $45.23 ,45.65,0,0, $-   , $0.64 , $45.04 , $0.64 , $(3.45)
7/12/17,, $45.49 , $45.66 ,46.01,0,0, $-   , $0.45 , $45.49 , $0.45 , $(3.00)
7/13/17,, $46.08 , $46.25 ,46.59,1,1, $0.02 , $0.59 , $46.08 , $0.59 , $(2.43)
7/14/17,, $46.54 , $46.75 ,47.12,0,2, $-   , $0.46 , $46.54 , $0.50 , $(1.93)
7/17/17,, $46.02 , $46.23 ,46.64,0,3, $-   , $(0.52), $46.02 , $(0.52), $(2.45)
7/18/17,, $46.40 , $46.59 ,46.99,0,4, $-   , $0.38 , $46.40 , $0.36 , $(2.09)
7/19/17,, $47.12 , $47.32 ,47.73,0,5, $-   , $0.72 , $47.12 , $0.73 , $(1.36)
7/20/17,, $46.79 , $46.92 ,47.34,2,0, $-   , $(0.33), $46.79 , $(0.40), $(1.76)
7/21/17,, $45.77 , $45.95 ,46.45,0,0, $-   , $(1.02), $45.77 , $(1.15), $(2.91)
7/24/17,, $46.34 , $46.51 ,46.95,0,0, $-   , $0.57 , $46.34 , $0.57 , $(2.34)
7/25/17,, $47.89 , $48.02 ,48.37,0,0, $-   , $1.55 , $47.89 , $1.55 , $(0.79)
7/26/17,, $48.75 , $48.85 ,49.11,0,0, $-   , $0.86 , $48.75 , $0.86 , $0.07 
7/27/17,, $49.04 , $49.17 ,49.44,0,0, $-   , $0.29 , $49.04 , $0.29 , $0.36 
7/28/17,, $49.71 , $49.81 ,50,0,0, $-   , $0.67 , $49.71 , $0.67 , $1.03 
7/31/17,, $50.17 , $50.26 ,50.46,0,0, $-   , $0.46 , $50.17 , $0.46 , $1.49 
8/1/17,, $49.16 , $49.29 ,49.57,0,0, $-   , $(1.01), $49.16 , $(1.01), $0.48 
8/2/17,, $49.59 , $49.73 ,49.99,0,0, $-   , $0.43 , $49.59 , $0.43 , $0.91 
8/3/17,, $49.03 , $49.19 ,49.48,0,0, $-   , $(0.56), $49.03 , $(0.56), $0.35 
8/4/17,, $49.58 , $49.73 ,50.02,0,0, $-   , $0.55 , $49.58 , $0.55 , $0.90 
8/7/17,, $49.39 , $49.57 ,49.92,0,0, $-   , $(0.19), $49.39 , $(0.19), $0.71 
8/8/17,, $49.17 , $49.35 ,49.68,0,0, $-   , $(0.22), $49.17 , $(0.22), $0.49 
8/9/17,, $49.56 , $49.72 ,50.01,0,0, $-   , $0.39 , $49.56 , $0.39 , $0.88 
8/10/17,, $48.59 , $48.75 ,49,0,0, $-   , $(0.97), $48.59 , $(0.97), $(0.09)
8/11/17,, $48.82 , $48.97 ,49.23,0,0, $-   , $0.23 , $48.82 , $0.23 , $0.14 
8/14/17,, $47.59 , $47.73 ,48.03,0,0, $-   , $(1.23), $47.59 , $(1.23), $(1.09)
8/15/17,, $47.55 , $47.70 ,47.96,1,1, $0.02 , $(0.04), $47.55 , $(0.04), $(1.15)
8/16/17,, $46.78 , $46.94 ,47.25,0,2, $-   , $(0.77), $46.78 , $(0.76), $(1.91)
8/17/17,, $47.09 , $47.24 ,47.53,0,3, $-   , $0.31 , $47.09 , $0.30 , $(1.61)
8/18/17,, $48.51 , $48.66 ,48.93,0,4, $-   , $1.42 , $48.51 , $1.42 , $(0.19)
8/21/17,, $47.37 , $47.53 ,47.79,0,5, $-   , $(1.14), $47.37 , $(1.13), $(1.32)
8/22/17,, $47.64 , $47.83 ,48.18,2,0, $-   , $0.27 , $47.64 , $0.30 , $(1.02)
8/23/17,, $48.41 , $48.62 ,48.97,0,0, $-   , $0.77 , $48.41 , $0.58 , $(0.44)
8/24/17,, $47.43 , $47.70 ,48.11,0,0, $-   , $(0.98), $47.43 , $(0.98), $(1.42)
8/25/17,, $47.87 , $48.12 ,48.53,0,0, $-   , $0.44 , $47.87 , $0.44 , $(0.98)
8/28/17,, $46.57 , $46.96 ,47.52,0,0, $-   , $(1.30), $46.57 , $(1.30), $(2.28)
8/29/17,, $46.44 , $47.00 ,47.79,0,0, $-   , $(0.13), $46.44 , $(0.13), $(2.41)
8/30/17,, $45.96 , $46.51 ,47.25,0,0, $-   , $(0.48), $45.96 , $(0.48), $(2.89)
8/31/17,, $47.23 , $47.96 ,49,0,0, $-   , $1.27 , $47.23 , $1.27 , $(1.62)
9/1/17,, $47.29 , $47.99 ,48.99,0,0, $-   , $0.06 , $47.29 , $0.06 , $(1.56)
9/5/17,, $48.66 , $49.14 ,49.86,0,0, $-   , $1.37 , $48.66 , $1.37 , $(0.19)
9/6/17,, $49.16 , $49.62 ,50.31,0,0, $-   , $0.50 , $49.16 , $0.50 , $0.31 
9/7/17,, $49.09 , $49.53 ,50.23,0,0, $-   , $(0.07), $49.09 , $(0.07), $0.24 
9/8/17,, $47.48 , $48.06 ,48.95,0,0, $-   , $(1.61), $47.48 , $(1.61), $(1.37)
9/11/17,, $48.07 , $48.62 ,49.42,0,0, $-   , $0.59 , $48.07 , $0.59 , $(0.78)
9/12/17,, $48.23 , $48.75 ,49.48,0,0, $-   , $0.16 , $48.23 , $0.16 , $(0.62)
9/13/17,, $49.30 , $49.75 ,50.35,1,1, $0.02 , $1.07 , $49.30 , $1.07 , $0.43 
9/14/17,, $49.89 , $50.35 ,50.89,0,2, $-   , $0.59 , $49.89 , $0.60 , $1.03 
9/15/17,, $49.89 , $50.44 ,51.09,0,3, $-   , $-   , $49.89 , $0.09 , $1.12 
9/18/17,, $49.91 , $50.35 ,50.9,0,4, $-   , $0.02 , $49.91 , $(0.09), $1.03 
9/19/17,, $49.48 , $49.90 ,50.5,0,5, $-   , $(0.43), $49.48 , $(0.45), $0.58 
9/20/17,, $50.41 , $50.69 ,51.29,2,0, $-   , $0.93 , $50.41 , $0.79 , $1.37 
9/21/17,, $50.55 , $50.93 ,51.39,0,0, $-   , $0.14 , $50.55 , $(0.14), $1.23 
9/22/17,, $50.66 , $51.03 ,51.47,0,0, $-   , $0.11 , $50.66 , $0.11 , $1.34 
9/25/17,, $52.22 , $52.52 ,52.84,0,0, $-   , $1.56 , $52.22 , $1.56 , $2.90 
9/26/17,, $51.88 , $52.19 ,52.54,0,0, $-   , $(0.34), $51.88 , $(0.34), $2.56 
9/27/17,, $52.14 , $52.43 ,52.72,0,0, $-   , $0.26 , $52.14 , $0.26 , $2.82 
9/28/17,, $51.56 , $51.87 ,52.2,0,0, $-   , $(0.58), $51.56 , $(0.58), $2.24 
9/29/17,, $51.67 , $51.95 ,52.22,0,0, $-   , $0.11 , $51.67 , $0.11 , $2.35 
10/2/17,, $50.58 , $50.90 ,51.27,0,0, $-   , $(1.09), $50.58 , $(1.09), $1.26 
10/3/17,, $50.42 , $50.74 ,51.13,0,0, $-   , $(0.16), $50.42 , $(0.16), $1.10 
10/4/17,, $49.98 , $50.32 ,50.79,0,0, $-   , $(0.44), $49.98 , $(0.44), $0.66 
10/5/17,, $50.79 , $51.15 ,51.64,0,0, $-   , $0.81 , $50.79 , $0.81 , $1.47 
10/6/17,, $49.29 , $49.65 ,50.12,0,0, $-   , $(1.50), $49.29 , $(1.50), $(0.03)
10/10/17,, $50.92 , $51.23 ,51.58,0,0, $-   , $1.63 , $50.92 , $1.63 , $1.60 
10/11/17,, $51.30 , $51.60 ,51.95,0,0, $-   , $0.38 , $51.30 , $0.38 , $1.98 
10/12/17,, $50.60 , $50.93 ,51.33,0,0, $-   , $(0.70), $50.60 , $(0.70), $1.28 
10/13/17,, $51.45 , $51.73 ,52.1,1,1, $0.02 , $0.85 , $51.45 , $0.85 , $2.11 
10/16/17,, $51.87 , $52.14 ,52.49,0,2, $-   , $0.42 , $51.87 , $0.41 , $2.52 
10/17/17,, $51.88 , $52.11 ,52.39,0,3, $-   , $0.01 , $51.88 , $(0.03), $2.49 
10/18/17,, $52.04 , $52.26 ,52.56,0,4, $-   , $0.16 , $52.04 , $0.15 , $2.64 
10/19/17,, $51.29 , $51.51 ,51.87,0,5, $-   , $(0.75), $51.29 , $(0.75), $1.89 
10/20/17,, $51.47 , $51.84 ,52.17,2,0, $-   , $0.18 , $51.47 , $0.33 , $2.22 
10/23/17,, $51.90 , $52.08 ,52.26,0,0, $-   , $0.43 , $51.90 , $0.06 , $2.28 
10/24/17,, $52.47 , $52.67 ,52.87,0,0, $-   , $0.57 , $52.47 , $0.57 , $2.85 
10/25/17,, $52.18 , $52.43 ,52.71,0,0, $-   , $(0.29), $52.18 , $(0.29), $2.56 
10/26/17,, $52.64 , $52.86 ,53.1,0,0, $-   , $0.46 , $52.64 , $0.46 , $3.02 
10/27/17,, $53.90 , $54.09 ,54.21,0,0, $-   , $1.26 , $53.90 , $1.26 , $4.28 
10/30/17,, $54.15 , $54.37 ,54.53,0,0, $-   , $0.25 , $54.15 , $0.25 , $4.53 
10/31/17,, $54.38 , $54.59 ,54.72,0,0, $-   , $0.23 , $54.38 , $0.23 , $4.76 
11/1/17,, $54.30 , $54.51 ,54.66,0,0, $-   , $(0.08), $54.30 , $(0.08), $4.68 
11/2/17,, $54.54 , $54.77 ,54.93,0,0, $-   , $0.24 , $54.54 , $0.24 , $4.92 
11/3/17,, $55.64 , $55.86 ,56.02,0,0, $-   , $1.10 , $55.64 , $1.10 , $6.02 
11/6/17,, $57.35 , $57.57 ,57.72,0,0, $-   , $1.71 , $57.35 , $1.71 , $7.73 
11/7/17,, $57.20 , $57.43 ,57.63,0,0, $-   , $(0.15), $57.20 , $(0.15), $7.58 
11/8/17,, $56.81 , $57.05 ,57.32,0,0, $-   , $(0.39), $56.81 , $(0.39), $7.19 
11/9/17,, $57.17 , $57.39 ,57.65,0,0, $-   , $0.36 , $57.17 , $0.36 , $7.55 
11/13/17,, $56.76 , $56.97 ,57.27,1,1, $0.02 , $(0.41), $56.76 , $(0.41), $7.12 
11/14/17,, $55.70 , $55.89 ,56.16,0,2, $-   , $(1.06), $55.70 , $(1.08), $6.04 
11/15/17,, $55.33 , $55.52 ,55.79,0,3, $-   , $(0.37), $55.33 , $(0.37), $5.67 
11/16/17,, $55.14 , $55.35 ,55.6,0,4, $-   , $(0.19), $55.14 , $(0.17), $5.50 
11/17/17,, $56.55 , $56.71 ,56.87,0,5, $-   , $1.41 , $56.55 , $1.36 , $6.86 
11/20/17,, $56.09 , $56.42 ,56.6,2,0, $-   , $(0.46), $56.09 , $(0.29), $6.57 
11/21/17,, $56.83 , $56.92 ,56.92,0,0, $-   , $0.74 , $56.83 , $0.41 , $6.98 
11/22/17,, $58.02 , $58.02 ,57.78,0,0, $-   , $1.19 , $58.02 , $1.19 , $8.17 
11/27/17,, $58.11 , $58.16 ,57.92,0,0, $-   , $0.09 , $58.11 , $0.09 , $8.26 
11/28/17,, $57.99 , $58.05 ,57.88,0,0, $-   , $(0.12), $57.99 , $(0.12), $8.14 
11/29/17,, $57.30 , $57.36 ,57.2,0,0, $-   , $(0.69), $57.30 , $(0.69), $7.45 
11/30/17,, $57.40 , $57.45 ,57.28,0,0, $-   , $0.10 , $57.40 , $0.10 , $7.55 
12/1/17,, $58.36 , $58.38 ,58.17,0,0, $-   , $0.96 , $58.36 , $0.96 , $8.51 
12/4/17,, $57.47 , $57.49 ,57.31,0,0, $-   , $(0.89), $57.47 , $(0.89), $7.62 
12/5/17,, $57.62 , $57.67 ,57.58,0,0, $-   , $0.15 , $57.62 , $0.15 , $7.77 
12/6/17,, $55.96 , $56.03 ,56.07,0,0, $-   , $(1.66), $55.96 , $(1.66), $6.11 
12/7/17,, $56.69 , $56.75 ,56.76,0,0, $-   , $0.73 , $56.69 , $0.73 , $6.84 
12/8/17,, $57.36 , $57.44 ,57.46,0,0, $-   , $0.67 , $57.36 , $0.67 , $7.51 
12/11/17,, $57.99 , $58.05 ,58.01,0,0, $-   , $0.63 , $57.99 , $0.63 , $8.14 
12/12/17,, $57.14 , $57.16 ,57.08,1,1, $0.02 , $(0.85), $57.14 , $(0.85), $7.27 
12/13/17,, $56.60 , $56.59 ,56.4,0,2, $-   , $(0.54), $56.60 , $(0.57), $6.70 
12/14/17,, $57.04 , $57.08 ,56.93,0,3, $-   , $0.44 , $57.04 , $0.49 , $7.19 
12/15/17,, $57.30 , $57.33 ,57.12,0,4, $-   , $0.26 , $57.30 , $0.25 , $7.44 
12/18/17,, $57.16 , $57.22 ,57.2,0,5, $-   , $(0.14), $57.16 , $(0.11), $7.33 
12/19/17,, $57.46 , $57.56 ,57.56,2,0, $-   , $0.30 , $57.46 , $0.34 , $7.67 
12/20/17,, $58.09 , $58.13 ,58.04,0,0, $-   , $0.63 , $58.09 , $0.53 , $8.20 
12/21/17,, $58.36 , $58.40 ,58.3,0,0, $-   , $0.27 , $58.36 , $0.27 , $8.47 
12/22/17,, $58.47 , $58.54 ,58.48,0,0, $-   , $0.11 , $58.47 , $0.11 , $8.58 
12/26/17,, $59.97 , $60.00 ,59.86,0,0, $-   , $1.50 , $59.97 , $1.50 , $10.08 
12/27/17,, $59.64 , $59.69 ,59.6,0,0, $-   , $(0.33), $59.64 , $(0.33), $9.75 
12/28/17,, $59.84 , $59.87 ,59.73,0,0, $-   , $0.20 , $59.84 , $0.20 , $9.95 
12/29/17,, $60.42 , $60.44 ,60.27,0,0, $-   , $0.58 , $60.42 , $0.58 , $10.53 
1/1/18,, $60.42 , $60.44 ,60.27,0,0, $-   , $-   , $60.42 , $-   , $10.53 
1/2/18,, $60.37 , $60.38 ,60.2,0,0, $-   , $(0.05), $60.37 , $(0.05), $10.48 
1/3/18,, $61.63 , $61.55 ,61.21,0,0, $-   , $1.26 , $61.63 , $1.26 , $11.74 
1/4/18,, $62.01 , $61.90 ,61.52,0,0, $-   , $0.38 , $62.01 , $0.38 , $12.12 
1/5/18,, $61.44 , $61.41 ,61.15,0,0, $-   , $(0.57), $61.44 , $(0.57), $11.55 
1/8/18,, $61.73 , $61.72 ,61.48,0,0, $-   , $0.29 , $61.73 , $0.29 , $11.84 
1/9/18,, $62.96 , $62.87 ,62.49,0,0, $-   , $1.23 , $62.96 , $1.23 , $13.07 
1/10/18,, $63.57 , $63.42 ,62.98,0,0, $-   , $0.61 , $63.57 , $0.61 , $13.68 
1/11/18,, $63.80 , $63.68 ,63.2,0,0, $-   , $0.23 , $63.80 , $0.23 , $13.91 
1/12/18,, $64.30 , $64.23 ,63.77,0,0, $-   , $0.50 , $64.30 , $0.50 , $14.41 
1/15/18,, $64.30 , $64.23 ,63.77,1,1, $0.02 , $-   , $64.30 , $-   , $14.39 
1/16/18,, $63.73 , $63.67 ,63.27,0,2, $-   , $(0.57), $63.73 , $(0.56), $13.83 
1/17/18,, $63.97 , $63.92 ,63.52,0,3, $-   , $0.24 , $63.97 , $0.25 , $14.08 
1/18/18,, $63.95 , $63.89 ,63.49,0,4, $-   , $(0.02), $63.95 , $(0.03), $14.05 
1/19/18,, $63.37 , $63.31 ,62.96,0,5, $-   , $(0.58), $63.37 , $(0.58), $13.47 
1/22/18,, $63.49 , $63.57 ,63.23,2,0, $-   , $0.12 , $63.49 , $0.26 , $13.73 
1/23/18,, $64.47 , $64.31 ,63.79,0,0, $-   , $0.98 , $64.47 , $0.90 , $14.63 
1/24/18,, $65.61 , $65.36 ,64.61,0,0, $-   , $1.14 , $65.61 , $1.14 , $15.77 
1/25/18,, $65.51 , $65.37 ,64.72,0,0, $-   , $(0.10), $65.51 , $(0.10), $15.67 
1/26/18,, $66.14 , $65.97 ,65.26,0,0, $-   , $0.63 , $66.14 , $0.63 , $16.30 
1/29/18,, $65.56 , $65.39 ,64.71,0,0, $-   , $(0.58), $65.56 , $(0.58), $15.72 
1/30/18,, $64.50 , $64.35 ,63.77,0,0, $-   , $(1.06), $64.50 , $(1.06), $14.66 
1/31/18,, $64.73 , $64.56 ,63.96,0,0, $-   , $0.23 , $64.73 , $0.23 , $14.89 
2/1/18,, $65.80 , $65.55 ,64.8,0,0, $-   , $1.07 , $65.80 , $1.07 , $15.96 
2/2/18,, $65.45 , $65.07 ,64.11,0,0, $-   , $(0.35), $65.45 , $(0.35), $15.61 
2/5/18,, $64.15 , $63.83 ,62.96,0,0, $-   , $(1.30), $64.15 , $(1.30), $14.31 
2/6/18,, $63.39 , $63.11 ,62.26,0,0, $-   , $(0.76), $63.39 , $(0.76), $13.55 
2/7/18,, $61.79 , $61.55 ,60.81,0,0, $-   , $(1.60), $61.79 , $(1.60), $11.95 
2/8/18,, $61.15 , $60.94 ,60.27,0,0, $-   , $(0.64), $61.15 , $(0.64), $11.31 
2/9/18,, $59.20 , $58.99 ,58.32,0,0, $-   , $(1.95), $59.20 , $(1.95), $9.36 
2/12/18,, $59.29 , $59.08 ,58.35,0,0, $-   , $0.09 , $59.29 , $0.09 , $9.45 
2/13/18,, $59.19 , $59.03 ,58.41,1,1, $0.02 , $(0.10), $59.19 , $(0.10), $9.33 
2/14/18,, $60.60 , $60.51 ,59.92,0,2, $-   , $1.41 , $60.60 , $1.48 , $10.81 
2/15/18,, $61.34 , $61.17 ,60.28,0,3, $-   , $0.74 , $61.34 , $0.66 , $11.47 
2/16/18,, $61.68 , $61.55 ,60.73,0,4, $-   , $0.34 , $61.68 , $0.38 , $11.85 
2/19/18,, $61.68 , $61.55 ,60.73,0,5, $-   , $-   , $61.68 , $-   , $11.85 
2/20/18,, $61.90 , $61.79 ,61.2,2,0, $-   , $0.22 , $61.90 , $0.24 , $12.09 
2/21/18,, $61.68 , $61.52 ,60.78,0,0, $-   , $(0.22), $61.68 , $(0.11), $11.98 
2/22/18,, $62.77 , $62.60 ,61.78,0,0, $-   , $1.09 , $62.77 , $1.09 , $13.07 
2/23/18,, $63.55 , $63.41 ,62.67,0,0, $-   , $0.78 , $63.55 , $0.78 , $13.85 
2/26/18,, $63.91 , $63.77 ,63,0,0, $-   , $0.36 , $63.91 , $0.36 , $14.21 
2/27/18,, $63.01 , $62.90 ,62.22,0,0, $-   , $(0.90), $63.01 , $(0.90), $13.31 
2/28/18,, $61.64 , $61.47 ,60.67,0,0, $-   , $(1.37), $61.64 , $(1.37), $11.94 
3/1/18,, $60.99 , $60.80 ,59.98,0,0, $-   , $(0.65), $60.99 , $(0.65), $11.29 
3/2/18,, $61.25 , $61.09 ,60.36,0,0, $-   , $0.26 , $61.25 , $0.26 , $11.55 
3/5/18,, $62.57 , $62.39 ,61.6,0,0, $-   , $1.32 , $62.57 , $1.32 , $12.87 
3/6/18,, $62.60 , $62.45 ,61.73,0,0, $-   , $0.03 , $62.60 , $0.03 , $12.90 
3/7/18,, $61.15 , $61.02 ,60.37,0,0, $-   , $(1.45), $61.15 , $(1.45), $11.45 
3/8/18,, $60.12 , $60.06 ,59.64,0,0, $-   , $(1.03), $60.12 , $(1.03), $10.42 
3/9/18,, $62.04 , $61.92 ,61.33,0,0, $-   , $1.92 , $62.04 , $1.92 , $12.34 
3/12/18,, $61.36 , $61.33 ,60.87,0,0, $-   , $(0.68), $61.36 , $(0.68), $11.66 
3/13/18,, $60.71 , $60.75 ,60.41,1,1, $0.02 , $(0.65), $60.71 , $(0.65), $10.99 
3/14/18,, $60.96 , $61.02 ,60.66,0,2, $-   , $0.25 , $60.96 , $0.27 , $11.26 
3/15/18,, $61.19 , $61.25 ,60.85,0,3, $-   , $0.23 , $61.19 , $0.23 , $11.49 
3/16/18,, $62.34 , $62.41 ,61.94,0,4, $-   , $1.15 , $62.34 , $1.16 , $12.65 
3/19/18,, $62.06 , $62.13 ,61.61,0,5, $-   , $(0.28), $62.06 , $(0.28), $12.37 
3/20/18,, $63.40 , $63.54 ,62.9,2,0, $-   , $1.34 , $63.40 , $1.41 , $13.78 
3/21/18,, $65.17 , $64.95 ,64,0,0, $-   , $1.77 , $65.17 , $1.63 , $15.41 
3/22/18,, $64.30 , $64.18 ,63.37,0,0, $-   , $(0.87), $64.30 , $(0.87), $14.54 
3/23/18,, $65.88 , $65.71 ,64.74,0,0, $-   , $1.58 , $65.88 , $1.58 , $16.12 
3/26/18,, $65.55 , $65.41 ,64.49,0,0, $-   , $(0.33), $65.55 , $(0.33), $15.79 
3/27/18,, $65.25 , $65.18 ,64.36,0,0, $-   , $(0.30), $65.25 , $(0.30), $15.49 
3/28/18,, $64.38 , $64.35 ,63.59,0,0, $-   , $(0.87), $64.38 , $(0.87), $14.62 
3/29/18,, $64.94 , $64.87 ,64.04,0,0, $-   , $0.56 , $64.94 , $0.56 , $15.18 
3/30/18,, $64.94 , $64.87 ,64.04,0,0, $-   , $-   , $64.94 , $-   , $15.18 
4/2/18,, $63.01 , $62.99 ,62.26,0,0, $-   , $(1.93), $63.01 , $(1.93), $13.25 
4/3/18,, $63.51 , $63.46 ,62.77,0,0, $-   , $0.50 , $63.51 , $0.50 , $13.75 
4/4/18,, $63.37 , $63.33 ,62.69,0,0, $-   , $(0.14), $63.37 , $(0.14), $13.61 
4/5/18,, $63.54 , $63.54 ,62.98,0,0, $-   , $0.17 , $63.54 , $0.17 , $13.78 
4/6/18,, $62.06 , $62.10 ,61.64,0,0, $-   , $(1.48), $62.06 , $(1.48), $12.30 
4/9/18,, $63.42 , $63.43 ,62.91,0,0, $-   , $1.36 , $63.42 , $1.36 , $13.66 
4/10/18,, $65.51 , $65.44 ,64.7,0,0, $-   , $2.09 , $65.51 , $2.09 , $15.75 
4/11/18,, $66.82 , $66.74 ,65.91,0,0, $-   , $1.31 , $66.82 , $1.31 , $17.06 
4/12/18,, $67.07 , $66.95 ,66.01,0,0, $-   , $0.25 , $67.07 , $0.25 , $17.31 
4/13/18,, $67.39 , $67.33 ,66.45,1,1, $0.02 , $0.32 , $67.39 , $0.32 , $17.61 
4/16/18,, $66.22 , $66.20 ,65.46,0,2, $-   , $(1.17), $66.22 , $(1.13), $16.48 
4/17/18,, $66.52 , $66.51 ,65.75,0,3, $-   , $0.30 , $66.52 , $0.31 , $16.79 
4/18/18,, $68.47 , $68.47 ,67.55,0,4, $-   , $1.95 , $68.47 , $1.96 , $18.75 
4/19/18,, $68.29 , $68.33 ,67.53,0,5, $-   , $(0.18), $68.29 , $(0.14), $18.61 
4/20/18,, $68.38 , $68.40 ,67.66,2,0, $-   , $0.09 , $68.38 , $0.07 , $18.68 
4/23/18,, $68.64 , $68.47 ,67.43,0,0, $-   , $0.26 , $68.64 , $0.24 , $18.92 
4/24/18,, $67.70 , $67.57 ,66.62,0,0, $-   , $(0.94), $67.70 , $(0.94), $17.98 
4/25/18,, $68.05 , $67.92 ,66.98,0,0, $-   , $0.35 , $68.05 , $0.35 , $18.33 
